texto;toxico;num_admir;num_may;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox
Es posible que haya otras formas respetables de ver la vida y el trabajo, en función de las circunstancias de cada uno. Piénsalo. En mi opinión te están quedando pelín clasistas algunas opiniones al respecto de la encuesta del Farmacéutico. Sin acritud.;0;0;0;;0;0;1;0.0
Un día más de trabajo es un día más cerca a mi jubilación.;0;0;0;;0;0;1;0.0
Buen domingo 🎼😊👍 ya verás que tú cerebro hará el trabajo :);0;0;0;🎼 😊 👍;3;0;0;0.044333333333333336
🔵 5 aspectos muy curiosos (e incluso peligrosos) de la cultura laboral en Japón Trabajo ;0;0;0;🔵;1;0;0;0.139
Ofertas Trabajo Content Autocoding Specialist - Barcelona en Barcelona ;0;0;0;;0;0;0;0.0
Ofertas Trabajo Comercial Rrhh - Barcelona en Barcelona ;0;0;0;;0;0;0;0.0
Ofertas Trabajo Enfermero/A Y/O Fisioterapeuta Para Domicilios En Álava - Talent Search People en Otra ;0;0;0;;0;0;0;0.0
18 atajos de teclado en Illustrator que mejorarán tu flujo de trabajo  ;0;0;0;;0;0;0;0.0
La historia tiene tantas versiones como personas la cuenten;0;0;0;;0;0;1;0.0
Felicidades por hacer historia;0;0;0;;0;0;1;0.0
Hombre, en la F1 también corren solo dos coches.😉 Nunca en la historia había habido un campeón de F1 y WEC hasta ahora. A mi lo que acaba de hacer Fernando me parece increíble. ;0;0;1;😉;1;0;1;0.01
EE UU encadena el mayor periodo de crecimiento de su historia  vía;0;0;2;;0;0;0;0.0
42. Criminales en el mar 🇺🇲 La historia está bien pero hubiese estado mejor en una peli no cómica. ;0;0;0;;0;0;1;0.0
Tal parece q salieron de una historia de terror.;0;0;0;;0;0;0;0.0
| Quiénes estéis de acuerdo con el hecho de que hacerse un personaje como Adolf Hitler en RP está: bien podéis darme SB directamente, de verdad os lo digo. Porque me estáis comparando al mayor genocida de la historia con una reina o un emperador. Venga hombre. xd;0;0;2;;0;0;1;0.0
España es... UNAI SIMÓN Y 10 MAS ESP;0;0;4;;0;0;1;0.0
Se puede decir mas alto, pero no mas claro. Cs a perdido una oportunidad de oro para desmarcarse públicamente de cualquier ideología extremista. Hoy podría gobernar España, junto al PSOE imponiendo sus condiciones y haber aislado a separatistas, nacionalistas y populistas.;0;0;1;;0;0;1;0.0
Primo José como que no lo ve en España, De pronto no en el Barcelona, pero para el Real Madrid de zidane es perfecto, por despliegue en la cancha y recuperación de balón y sería una maravilla cubriendo la espalda de Marcelo y Carvajal;0;0;0;;0;0;1;0.0
Viva España !! 🙆 ;0;2;0;🙆;1;0;0;0.092
Majestad: el próximo 30 de junio, consagre usted España al Sagrado Corazón via ;0;0;0;;0;0;1;0.0
Terraprim es el Ampurdán y Cataluña es España.;0;0;0;;0;0;1;0.0
Ahora, mañana China y España salen mañana a darse la mano, empatan y ambas selecciones clasifican con 4 puntos. El Grupo B no cuenta. FIFAWWC;0;0;1;;0;0;1;0.0
📣 10 delicias que evidencian la riqueza gastronómica de España ;0;0;0;📣;1;0;0;0.182
rugby se ha proclamado campeón de las España Seven Series. ;0;0;0;;0;0;1;0.0
Abuchean a una concejal de Vox por jurar el cargo diciendo el nombre de San Juan de Alicante en español ;0;0;0;;0;0;1;0.0
ÁBALOS Que asuma su papel: Debería reflexionar y sobre todo en el horizonte de una investidura para España, donde creo que lo importante es que el Gobierno de España sea un gobierno sin ataduras.;0;0;1;;0;0;1;0.0
Cataluña se va a independizar. No cabe ninguna duda. El intervencionismo internacional al final lo provocará. Lo único que queda es que devuelva hasta el último céntimo de lo que le dimos el resto de España, cuando le construímos el primer ferrocarril, la primera red eléctrica,;0;0;0;;0;0;1;0.0
Operación blanqueo a C’s ;0;0;0;;0;0;0;0.0
Bueno, al menos no tuve una operacion JAJJAJAJAJAJJA;0;0;1;;0;0;0;0.0
La compleja operación salida del Real Madrid ;0;0;0;;0;0;0;0.0
Que orgullo que la operación la inicia una mujer, gracias mi Eliii! ;0;1;0;;0;0;0;0.0
yo hice la operación cancelame también;0;0;0;;0;0;0;0.0
Operación Salida o todo puede ser un fracaso;0;0;0;;0;0;0;0.0
RED: Gobierno anuncia la incorporación de 183 buses eléctricos a la flota tras seis meses de operación  ;0;0;1;;0;0;1;0.0
Pero la gente dice que lo que tienes en la cabeza es una peluca, que perdiste todo el cabello en la operación de cambio extremo ??;0;0;0;;0;0;1;0.0
🔊 Podolski: “La operación ha ido bien, pero la recuperación necesitará tiempo. Espero estar mejor pronto. No olvidéis que siempre he sido un luchador” ;0;0;0;🔊;1;0;1;0.096
GOOOOOOL DEL RECRE !!! VAMOS OSTIA! Tenéis a media Andalucía detrás;0;4;5;;0;0;0;0.0
Las mentiras de la sangre  vía de Andalucía;0;0;0;;0;0;0;0.0
El vertiginoso viraje de Ciudadanos en Andalucía en 5 escenas: de apoyar al PSOE a firmar con la ultraderecha  vía;0;0;1;;0;0;1;0.0
Antonio Maíllo deja su escaño y la coordinación de IU Andalucía y solicita su reingreso como profesor de Latín  via;0;0;1;;0;0;1;0.0
El líder de IU Andalucía, Antonio Maíllo, deja su escaño y la política para volver a ser profesor de Latín ;0;0;1;;0;0;1;0.0
Pésima noticia para Andalucía La marcha de Maille ;0;0;0;;0;0;0;0.0
40 años el psoe en Andalucía dándole oportunidades;0;0;0;;0;0;1;0.0
DIPUTADOS U.PODEMOS Andalucía: 17 Madrid: 7 Baleares: 6 Aragón: 5 Asturias: 4 Canarias: 4 Extremadura: 4 La Rioja: 2 Murcia: 2 Navarra: 2 Castilla-León: 1 Castilla-LaMancha: 0 Cantabria: 0 En estos meses SÓLO vi críticas a Andalucía ...y al final es quien tiene el mejor dato ;0;0;3;;0;0;1;0.0
Es que lo de Hervias.. y eso que dicen que es el cerebro de Cs.;0;0;0;;0;0;1;0.0
Efectivamente Elecciones Andaluzas/ 584.040 votos Elecciones Generales Andalucía/ : 651.160 votos;0;0;0;;0;0;1;0.0
Hoy tocó ruta de senderismo. Asturias Tazones DonBosco ProyectoNatura leonesp ;0;0;0;;0;0;1;0.0
Finde de ⛰🌳 . . . . . . . . . . . . NonFilters SierraDeMaría LosVélez Andalucía Senderismo Hiking Friends Traveling en Parque Natural de María Los Vélez ;0;0;0;⛰ 🌳;2;0;0;0.0
benditas excursiones de biología ft senderismo ;0;0;0;;0;0;1;0.0
Senderismo Universidad Popular de Albacete. Hasta el curso que viene. Felices vacaciones!;0;1;0;;0;0;1;0.0
Imágenes de la Ruta del día 15/06/19, de Senderismo por la SierraDeGuara Huesca CanariasClimb YoSoyDeCanariasClimb en Sierra de Guara ;0;0;0;;0;0;1;0.0
7 Rutas de senderismo en Castellón provincia ;0;0;0;;0;0;0;0.0
"YOGA &amp; SENDERISMO EN PICOS DE EUROPA ";0;0;6;;0;0;0;0.0
"Tan efímera la vida,tan corta Hoy iré a El Ávila Un poquito de senderismo no hace nada mal. Los hierbajos de hace poco han renacido y se les nota el verde en las muy pequeñas hojas;el agua del riachuelo corre con mas fuerza;los pájaros andan porái(vienen a mi casa a cada rato)";0;0;0;;0;0;1;0.0
¿Preparad@ para la marcha senderista Nocturna Bandolera? 🌌 🚶‍♀️🚶‍♂️ 🏁 El próximo 5 de julio salida desde Gambrinus a las 22:00 horas con un recorrido de 14kms. Más info:  Amontíllate Montilla deporte Senderismo ;0;0;0;🌌 🚶 ♀ 🚶 ♂ 🏁;6;0;1;0.0
Soñé que aprobaba los 100 Mt en natación .. Por favor que así sea 😭;0;0;0;😭;1;0;0;0.136
Natación Dos australianos vencen al Estrecho de Gibraltar ;0;0;0;;0;0;0;0.0
Cuando tu colé no tiene piscina y tienes que hacer natación sincronizada... ;0;0;0;;0;0;1;0.0
Gracias por vuestra visita, volved pronto! Y buen viaje amigos. Enhorabuena Natación TrofeoRCNDelfin;0;1;0;;0;0;1;0.0
La natación, un estilo de vida ;0;0;0;;0;0;1;0.0
Gracias Carmena por cargarte los Clubs de natación de Madrid;0;0;0;;0;0;0;0.0
Me sentaría enseñar natación en colegios que cubren necesidades especiales;0;0;0;;0;0;1;0.0
Natación en piscina olímpica. 👌👏🏊‍♂️ ;0;0;0;👌 👏 🏊 ♂;4;0;0;0.015250000000000001
Nuestro equipo de sincronizada en el Campeonato de Madrid. Natación sincro VillaviciosadeOdón ;0;0;0;;0;0;1;0.0
Muchas felicidades al son Campeones de España de Natación Adaptada 🏊‍♀️🏊‍♂️ Mataró maresme catalunya natacion @_FEDPC_ ;0;0;0;🏊 ♀ 🏊 ♂;4;0;1;0.0
No hay tiempo para estar triste;0;0;0;;0;0;1;0.0
Jugamos con uno menos el primer tiempo;0;0;0;;0;0;0;0.0
Porque todos tus tweets son tan tristes ?:(;1;0;0;;0;0;1;0.0
¿Qué tan similares son nuestros gustos ? 10% cuartos oscuros. 10% orgías. 10% drogas. (abundan poppers, tachas, alcohol y cocaína) 10% vapores/saunas. 10% bareback (sexo sin protección) 10% sexo en baños públicos. 10% apps de ligue. 🏳️‍🌈;1;0;0;🏳 🌈;2;0;1;0.0
increíble como logras tener mi atención tan fácil;0;0;0;;0;0;0;0.0
Acomode tan mal mis 4 almohadas anoche que hoy me desperté con alto dolor de espalda;0;0;0;;0;0;1;0.0
Nunk dormi tan mal como anoche;0;0;0;;0;0;0;0.0
Nunca me había sentido tan sola como hoy;0;0;0;;0;0;0;0.0
por el amor de dios necesito ese anillo de Pandora, no puede ser tan tan hermoso;0;0;0;;0;0;1;0.0
Que nos perdone nuestra nación por tener un gobierno tan ignorante.;1;0;0;;0;0;1;0.0
Day 9: Grandísimo Imbécil ;1;0;0;;0;1;0;0.0
Aplausos, señor Abreu. Como el grandísimo Gustavo Bueno, pero más expeditivo. ;0;0;0;;0;0;0;0.0
El guionista de ese capítulo se merecia todos los premios posibles. Grandisimo! (Y muy triste);1;1;0;;0;0;1;0.0
El Barça no va a transferir a Dembélé y bien hecho porque es un grandísimo jugador;0;0;0;;0;0;1;0.0
Casemiro sobre James: Sería muy importante para nosotros que regrese al Real Madrid. Ya demostró a todo el mundo que es un gran jugador. Tengo un cariño grandísimo por él, como jugador y como persona. Seguro si regresa al Real Madrid será bienvenido por todas sus cualidades.;0;0;0;;0;0;1;0.0
Es un grandísimo hijo de puta. La vida te cobrará todo esto, malnacido de mierda;1;0;0;;0;0;1;0.0
Grandísimo fichaje.;0;0;0;;0;0;0;0.0
Es un bicho si, pero 29 años o casi. Mucha pasta. Pero grandisimo central;0;0;0;;0;0;0;0.0
Este de los tirantes no vale ni para payaso..Con admiracion para los grandes payasos.Este es un grandisimo chufla.;1;0;0;;0;0;1;0.0
hazle un favor al BARÇA y vete a la mierda, grandísimo hijoputa. Eres el cáncer del BARÇA.;1;0;2;;0;0;1;0.0
Felicidades. A sido un grandísimo torneo si señor;0;0;0;;0;0;1;0.0
pedrerol no se puede ser mas HIPÓCRITA;1;0;1;;0;0;0;0.0
No se puede ser mas inhumana,ud,ha leido el informe de la ONU,amnistia inter.amnistia es,pen etc.Porque no habla de los privilegips del cuñado del rey?;1;0;1;;0;0;1;0.0
Mejor yo diría que no se puede ser más apátrida quitando la luz todos los días a toda hora;1;0;0;;0;0;0;0.0
No se puede ser más bueno que Adri ;0;0;0;;0;0;0;0.0
No se puede ser más inútil que yo;1;0;0;;0;0;0;0.0
No se puede ser más imbecil.;1;0;0;;0;0;0;0.0
No se puede ser mas mierda ok;1;0;0;;0;0;0;0.0
No sé puede ser más desagradable ;1;0;0;;0;0;1;0.0
Jugando draven y vayne no se puede ser más guarro;1;0;0;;0;0;0;0.0
No se puede ser más inútil que esta directiva, se hace TT ValverdeOUT y publican que la mayoría fuimos bots franceses, de verdad creían que iban a acallar las críticas con eso? Pues aquí otro que utilizó ese hashtag sin ser un bot francés, id buscando otra excusa. BotDeCensura;1;0;2;;0;0;1;0.0
Respeta al Rey y lárgate a tu casa como dijiste, ya han pasado 18 meses y podras dedicar tu tiempo a hacer muchos lacitos amarillos. No se puede ser más ignorante.;1;0;0;;0;0;1;0.0
tú eres un puerco, te falta el corral;1;0;0;;0;0;1;0.0
Es que eres un pivón de amiga, así te lo digo;1;0;0;;0;0;1;0.0
ERES UN SOLLLL;0;0;3;;0;0;0;0.0
eres un sinvergüenza;1;0;0;;0;0;1;0.0
"; Eres un ángel  ";0;0;0;;0;0;1;0.0
te reto a un pvp con mi mando dañado por que no funciona el L2 y lo configure y ahora apunto con L1 y es dificil pero quiero ver si me ganas estoy como luis_solano-1998 es de epic y si me ganas hago un video dicendote que te amo y que eres un crack jajaj;1;0;0;;0;0;1;0.0
En serio eres un amor;0;0;0;;0;0;1;0.0
Es que eres un puto genio;1;0;0;;0;1;1;0.0
Callate, eres un bot;1;0;0;;0;0;1;0.0
Ya eres un anciano;1;0;0;;0;0;1;0.0
Si pactas con etarras... eres un hijo de puta. Así de claro.;1;0;0;;0;0;1;0.0
La histérica, la loca y la feminazi: las nuevas etiquetas para la mujer intelectualmente inquieta.  ;1;0;0;;0;0;0;0.0
La feminazi del dia... En serio, se nos va de las manos... ;1;0;0;;0;1;0;0.0
Respuesta a un intelectual sobre por qué utilizo el término Feminazi ;1;0;0;;0;1;1;0.0
feminazi no se, pero gilipollas te aseguro que si ;1;0;0;;0;1;0;0.0
Se me hace medio feminazi el comentario y aun así lo encuentro tan atinado ;1;0;0;;0;1;0;0.0
Jajaja se encabronó la porcina feminazi 😂😂😂😂 ;1;0;0;😂 😂 😂 😂;4;1;0;0.0
Con esa última frase, se recibió me persona de mierda. Al lado de Hitler. La real feminazi.;1;0;0;;0;0;1;0.0
Feminista es diferente a feminazi. Tengan eso bien clarito!;1;1;0;;0;0;1;0.0
Feminazi en búsqueda desesperada de atención. ¿todo bien en casa?. ;1;0;0;;0;1;1;0.0
perdón x no ser una feminazi~ u.u;1;0;0;;0;0;0;0.0
Hipócrita, feminazi, demagoga.;1;0;0;;0;0;0;0.0
Ser un buen catolico o creyente no es escandalizarse o juzgar como actuan los demas, si tanto te molesta ignorarla, no necesariamente puede ser una feminazi puede ser atea y tus principios no son los mismos que ella..... y si simplemente ignoras la sibtuacion o la sobrepasas;1;0;0;;0;1;1;0.0
Bigdata y algoritmos para predecir enfermedades o exacerbaciones.  Vía prnoticias esalud;0;0;0;;0;0;1;0.0
Errores que se pueden cometer al crear campañas con Big Data ;0;0;0;;0;0;1;0.0
El Big Data ha llegado para quedarse en el fútbol español (Real Betis y Levante UD)  vía;0;0;1;;0;0;1;0.0
La sub21 tiene menos tiro que el big data;1;0;0;;0;0;0;0.0
Eres el Big Data? Realmente vivimos en una simulación...;0;0;0;;0;0;1;0.0
Ya mismo sacan una serie nueva en Netflix... THE BIG DATA THEORY...;0;0;4;;0;0;0;0.0
Se llama big data no es brujería;0;0;0;;0;0;1;0.0
Esperemos que el Big Data de el visto bueno para el pago de la cláusula ;0;0;0;;0;0;0;0.0
¿Sabés lo que es BigData?. Este servicio también te lo ofrecemos en Gutbit  ;0;0;0;;0;0;1;0.0
Se le llama big data. ;0;0;0;;0;0;0;0.0
Data Science aplicada. ;0;0;0;;0;0;0;0.0
De nada, sigo con interés el mundo del Data Science.;0;0;0;;0;0;0;0.0
En Fcen no está Estadística Matemática? después está el de data science en computación pero ya nos vamos a otro lado.;0;0;0;;0;0;1;0.0
14. Silvia Ferreira, líder de Data Science en ;0;0;0;;0;0;0;0.0
"El Madrid Internet Of Things Institute Es el primer centro de formación postgrado 100% IoT de España. En este instituto impartirán Máster en IoT, Data Science, y un programa más empresarial; el IoT Executive. Estamos deseando ver cómo evoluciona este centro. ";0;0;3;;0;0;1;0.0
Todas las preguntas frecuentes del Máster Interuniversitario en Ciencia de Datos / Master in Data Science ;0;0;0;;0;0;1;0.0
Ánimo y suerte. No es fácil el Data Science (no me acostumbro a la forma en español).;0;0;0;;0;0;1;0.0
¿Qué es big data? ¿Qué es data science? ¿En qué difieren? 👉  TransformaciónDigital. ;0;0;0;👉;1;0;1;0.0
El Data Science ;0;0;0;;0;0;0;0.0
Nuevo Evento: Mini taller: Python para data science 20/06/2019 ;0;0;0;;0;0;0;0.0
Regresión Logística, Data Science ;0;0;0;;0;0;1;0.0
Charla TED sobre el uso de Data Science y la Inteligencia Artificial. DataScience Tecnología Tecnología Ver más: ;0;0;1;;0;0;0;0.0
Día Mundial de las Personas Refugiadas: conoce a los voluntarios de la UOC  vía;0;0;1;;0;0;1;0.0
Has mirado la UOC? Es a distancia pero más amena, con evaluación más continua y eso;0;0;1;;0;0;1;0.0
Arranca en Xàbia la Escuela de Verano: Fake news y posverdad de la Cátedra de Transparencia UPV El lema de la edición es “Deconstruyedo la realidad. Impacto de las fakenews y la posverdad” y ha sido coorganizada junto a la UOC, y el . ;0;0;2;;0;0;1;0.0
Ole! Yo los acabé el sábado (3). (También soy víctima de la UOC);0;1;1;;0;0;0;0.0
Los pilares clave para impulsar tu carrera profesional son trabajar una buena marca personal y desarrollar una efectiva estrategia de networking. Ayer abordé estos dos temas en el marco del 'Encuentro UOC Alumni' en el Impact Hub Vigo. Fueron unas horas m…;0;0;1;;0;0;1;0.0
Ahora que termino UOC hará septiembre, quiero trastear con Unreal para hacer un juego en 2D. Recomendaciones? Más que tutoriales de Unreal, de cómo diseñar el juego, tamaños de los tiles y sprites recomendados para PC, trucos a tener en cuenta, etc ¿?;0;0;3;;0;0;1;0.0
Ser jefa/e de UOC implica gran responsabilidad, ahora la jefatura de Capacitacion no tiene los mismos beneficios da a entender, pero el fondo es la forma en que la denigraron y juzgaron por unas fotos.;0;0;1;;0;0;1;0.0
Nlp francis jajaaja ;0;0;0;;0;0;0;0.0
Victor Kuppers, 45 minutos geniales de motivación / NLP  via;0;0;1;;0;0;1;0.0
Esos términos me suenan de NLP pero tendría que investigar bien. Si me tiras una punta le meto a pleno;0;0;1;;0;0;1;0.0
Otro reto: incorporar AI, NLP, ...;0;0;2;;0;0;0;0.0
A mi y a Karla nlp;0;0;0;;0;0;0;0.0
wow Enhorabuena Eduardo!;0;1;0;;0;0;0;0.0
al parecer la prepa nlp...;0;0;0;;0;0;0;0.0
Empuje chino para ganar la AI wef19 ArtificialIntelligence MachineLearning DeepLearning NLP carrera NLG ComputerVision armamentística Robotics ;0;0;3;;0;0;0;0.0
Este finde tocó darle al NLP y APIcloudSpeech de Google via Rstats. Y no sé por qué acabe analizando la presentación de en 2009. Dejando a un lado el tema técnico os dejo esta perla de video donde deja claro el tema IMPUESTOS y que le pasó factura 10 años después ;0;0;2;;0;0;1;0.0
Emoción de lingüista: dícese cuando asistes a una masterclass de la gran , filóloga y manager general de , explica qué es la IA y la relevancia de la lingüística aplicada en este campo y sus usos en diferentes mercados. WeLoveLinguistics NLP TechTalks ;0;0;2;;0;0;1;0.0
